gender,height
Male,73.84701702
Male,68.78190405
Male,74.11010539
Male,71.7309784
Male,69.88179586
Male,67.25301569
Male,68.78508125
Male,68.34851551
Male,67.01894966
Male,63.45649398
Male,71.19538228
Male,71.64080512
Male,64.76632913
Male,69.2830701
Male,69.24373223
Male,67.6456197
Male,72.41831663
Male,63.97432572
Male,69.6400599
Male,67.93600485
Male,67.91505019
Male,69.43943987
Male,66.14913196
Male,75.20597361
Male,67.89319634
Male,68.1440328
Male,69.08963143
Male,72.80084352
Male,67.42124228
Male,68.49641536
Male,68.61811055
Male,74.03380762
Male,71.52821604
Male,69.1801611
Male,69.57720237
Male,70.40092889
Male,69.07617117
Male,67.19352328
Male,65.80731565
Male,64.30418789
Male,67.97433623
Male,72.18942596
Male,65.27034552
Male,66.09017738
Male,67.51032152
Male,70.10478626
Male,68.25183644
Male,72.17270912
Male,69.17985762
Male,72.87036015
Male,64.78258298
Male,70.18354989
Male,68.49145025
Male,67.33083088
Male,66.99094408
Male,66.4995499
Male,68.35305665
Male,70.77445907
Male,71.21592367
Male,70.01336535
Male,71.40318222
Male,69.55200509
Male,73.81853456
Male,66.99688275
Male,71.41846589
Male,65.27930021
Male,68.27419147
Male,72.76536995
Male,68.0993798
Male,68.89670607
Male,69.28950996
Male,70.52322452
Male,69.66372523
Male,67.59526881
Male,72.50812038
Male,71.2529856
Male,71.80918689
Male,72.24516548
Male,66.51262766
Male,66.029034
Male,67.57715394
Male,68.2465686
Male,73.826127
Male,69.80246436
Male,65.95957778
Male,71.07901758
Male,66.59619654
Male,68.95153509
Male,68.24446179
Male,72.31682512
Male,71.81542045
Male,65.23704952
Male,70.64053009
Male,64.7319256
Male,67.10355118
Male,65.11748489
Male,71.70123402
Male,66.83287821
Male,66.47127526
Male,69.41152622
Male,70.05217747
Male,66.74360465
Male,66.27432912
Male,68.32844799
Male,70.0758882
Male,68.73298815
Male,67.55605126
Male,66.25363253
Male,69.18220268
Male,67.60910494
Male,69.29273802
Male,68.19068401
Male,71.6070858
Male,69.19685751
Male,67.26196098
Male,73.6851934
Male,69.53721501
Male,68.31155984
Male,67.73896347
Male,71.7057626
Male,63.6322646
Male,68.72119846
Male,66.94934165
Male,62.70698974
Male,72.25840892
Male,70.90865306
Male,67.6098436
Male,70.80155896
Male,69.30476905
Male,66.24289834
Male,67.49219298
Male,65.80624829
Male,71.44370566
Male,68.46440582
Male,63.9879246
Male,71.00189769
Male,68.13972419
Male,68.39540025
Male,68.09621975
Male,68.14059036
Male,68.86009031
Male,66.14885254
Male,66.20603205
Male,67.43212021
Male,69.47110603
Male,70.51585969
Male,71.33837604
Male,71.00194477
Male,66.20234771
Male,72.54330705
Male,67.47935176
Male,65.35041056
Male,70.84406242
Male,69.93847526
Male,64.73981548
Male,69.30840288
Male,68.83846286
Male,61.93732327
Male,68.59333554
Male,65.21857558
Male,64.33364811
Male,68.7489067
Male,72.4896554
Male,67.23393092
Male,67.26360484
Male,65.11850428
Male,66.26282004
Male,67.70167966
Male,65.53069597
Male,69.86896981
Male,68.48187536
Male,72.21396335
Male,68.17953269
Male,71.98120654
Male,66.06513673
Male,66.65616417
Male,67.5994242
Male,68.24594409
Male,64.80862144
Male,67.49221827
Male,68.18073071
Male,69.5533849
Male,66.40224967
Male,66.59215711
Male,71.93588658
Male,68.28704173
Male,69.9554512
Male,71.85112915
Male,65.75549864
Male,67.03185208
Male,76.70983486
Male,72.57112137
Male,69.7288049
Male,72.799224
Male,72.53935407
Male,72.29474338
Male,67.25332482
Male,75.94446038
Male,66.31623192
Male,71.15605349
Male,71.19220229
Male,72.19751201
Male,75.14082143
Male,64.41152936
Male,64.73442436
Male,63.41458714
Male,67.84866523
Male,65.93178483
Male,70.96655044
Male,67.58074728
Male,68.58927044
Male,70.32475344
Male,72.39448041
Male,70.82085671
Male,65.90330126
Male,74.79537502
Male,67.68091903
Male,67.15596277
Male,71.77484122
Male,64.66523194
Male,68.12276836
Male,66.78692724
Male,66.80584984
Male,67.8860138
Male,69.17357692
Male,70.22492333
Male,64.85579918
Male,67.82109327
Male,63.44024747
Male,71.84843485
Male,66.72807365
Male,71.96830565
Male,76.02134748
Male,71.47610128
Male,67.36980864
Male,70.55524376
Male,69.86710128
Male,67.94757004
Male,74.10455886
Male,69.1678363
Male,66.55722857
Male,66.70160499
Male,67.24606495
Male,69.05138548
Male,70.67274718
Male,65.49899512
Male,65.18722085
Male,67.56814301
Male,73.81538569
Male,71.60656421
Male,67.72474924
Male,68.23113195
Male,65.92942171
Male,71.54849571
Male,69.16438112
Male,68.59765932
Male,71.05751089
Male,63.64405958
Male,71.1824554
Male,66.12867317
Male,65.05737312
Male,68.09137436
Male,70.9931439
Male,74.22117488
Male,69.32711818
Male,64.93134219
Male,68.34684231
Male,70.92912508
Male,61.4778092
Male,68.49081272
Male,72.04988987
Male,72.52166703
Male,71.23391139
Male,72.25911519
Male,67.5650399
Male,72.26760699
Male,62.600248
Male,66.23643729
Male,69.65043741
Male,69.28592141
Male,70.72527874
Male,68.82861496
Male,66.01442823
Male,66.41488206
Male,66.61562439
Male,68.03482178
Male,70.50239804
Male,69.15772949
Male,70.79502261
Male,65.19437712
Male,74.78571432
Male,71.06690628
Male,69.33419779
Male,69.89920395
Male,64.42519379
Male,67.8521307
Male,67.54906949
Male,74.76744684
Male,71.41894599
Male,67.12034439
Male,69.85958791
Male,68.43081339
Male,67.93348261
Male,68.49534316
Male,65.24414341
Male,70.18535205
Male,71.10413316
Male,68.44757854
Male,65.42057682
Male,67.70078811
Male,74.22306306
Male,71.16724587
Male,67.23077189
Male,67.88055919
Male,67.37637547
Male,68.76124693
Male,71.7052725
Male,69.38099479
Male,73.71652763
Male,69.45337621
Male,70.78628981
Male,71.76846374
Male,69.34345396
Male,65.28602551
Male,70.92184441
Male,68.59666269
Male,68.60379643
Male,69.47874412
Male,65.93089621
Male,68.5233453
Male,73.92912413
Male,71.19793782
Male,66.55658687
Male,71.74227623
Male,69.74482933
Male,66.75065413
Male,69.69242226
Male,70.40351683
Male,69.01973611
Male,64.73228716
Male,70.99807444
Male,64.45981425
Male,69.74952258
Male,71.52684881
Male,68.32791586
Male,70.76472016
Male,71.41904963
Male,69.39047409
Male,72.00173222
Male,69.19147497
Male,66.16636328
Male,67.272143
Male,70.9158354
Male,69.11988779
Male,67.40902587
Male,72.93864904
Male,70.4909287
Male,69.00825946
Male,66.76210992
Male,69.12066373
Male,73.12626719
Male,67.4868239
Male,64.95507833
Male,67.78248907
Male,67.6623988
Male,66.47639701
Male,72.9870702
Male,69.56323228
Male,71.00356014
Male,69.91563736
Male,71.69714179
Male,67.64994086
Male,68.29555456
Male,68.68725567
Male,68.91577165
Male,68.96087967
Male,67.2472352
Male,68.91586364
Male,65.8385445
Male,64.67107555
Male,66.29589772
Male,67.09758575
Male,66.99828973
Male,70.9619709
Male,68.4208722
Male,67.65252759
Male,75.62019316
Male,70.54924202
Male,68.89083891
Male,68.28453192
Male,64.99507826
Male,65.57577154
Male,69.30608824
Male,65.70471542
Male,67.80399101
Male,69.21614731
Male,68.01500601
Male,61.92694894
Male,67.26636272
Male,67.67682185
Male,69.97090362
Male,65.31346154
Male,71.90600544
Male,66.23390404
Male,65.81494282
Male,72.84494786
Male,70.94944345
Male,71.34380763
Male,71.05566416
Male,61.92554729
Male,68.76245756
Male,67.58394143
Male,67.36169467
Male,65.87915656
Male,68.69476215
Male,69.53486155
Male,66.63469083
Male,69.80990157
Male,68.67987369
Male,71.61517875
Male,69.68979533
Male,70.90108637
Male,68.00581399
Male,70.61574398
Male,71.57119416
Male,73.01286326
Male,60.74811787
Male,69.08211963
Male,69.33873763
Male,67.75713771
Male,76.02708186
Male,72.22761616
Male,68.92104135
Male,65.33492768
Male,65.93240345
Male,70.46668931
Male,73.18104362
Male,68.55087969
Male,68.52940825
Male,63.59645542
Male,67.14424123
Male,70.81637062
Male,73.53028481
Male,66.14106892
Male,67.90684975
Male,71.43337582
Male,67.1126798
Male,73.28391797
Male,63.67258315
Male,69.2253203
Male,69.67012402
Male,70.48544817
Male,69.00467787
Male,68.45789401
Male,66.02473378
Male,69.31816913
Male,69.07774056
Male,73.56227037
Male,66.08768889
Male,73.52598433
Male,69.67906022
Male,66.67678112
Male,72.96166547
Male,68.24687214
Male,71.95662589
Male,71.05863335
Male,66.97694995
Male,68.47800208
Male,71.28444139
Male,64.98045629
Male,66.76188387
Male,68.76616172
Male,68.99254357
Male,71.2951946
Male,69.0494784
Male,66.54148202
Male,68.51552345
Male,67.45971531
Male,71.35738241
Male,68.59040604
Male,69.73608671
Male,69.83385707
Male,72.41058576
Male,65.43459687
Male,66.26765677
Male,69.97430087
Male,71.20919422
Male,69.93740019
Male,71.38602219
Male,64.58878167
Male,68.79298442
Male,68.44574673
Male,69.20157812
Male,69.42601731
Male,69.6062252
Male,72.88170697
Male,62.17833122
Male,68.87470662
Male,71.08008356
Male,72.18253412
Male,72.06275498
Male,67.38005789
Male,67.93463453
Male,70.80193026
Male,65.54912127
Male,70.19122448
Male,71.77899537
Male,68.13028842
Male,68.35948256
Male,66.09035701
Male,71.58012314
Male,73.53666772
Male,71.11553184
Male,70.79430255
Male,71.72906048
Male,63.19653037
Male,68.10111341
Male,65.85609973
Male,68.3464565
Male,69.56022893
Male,68.72830407
Male,70.15827765
Male,68.92333665
Male,64.3001742
Male,70.45563306
Male,68.62406319
Male,69.66475174
Male,69.05888454
Male,67.22698623
Male,66.11579969
Male,68.61738735
Male,69.24901281
Male,69.64190618
Male,72.79702836
Male,75.04399507
Male,70.97268413
Male,74.38801243
Male,64.36216387
Male,71.32700107
Male,67.17202444
Male,74.40167189
Male,63.86792096
Male,68.88599177
Male,72.13199022
Male,68.40372617
Male,65.09265639
Male,69.22967912
Male,71.94778826
Male,67.46299066
Male,69.31290864
Male,63.73104817
Male,60.6798174
Male,70.66332308
Male,67.59403113
Male,74.64950788
Male,70.46707885
Male,71.94401052
Male,74.02575081
Male,70.78222816
Male,64.72725696
Male,68.38302408
Male,71.4692208
Male,66.94445374
Male,70.796979
Male,65.29243478
Male,61.75400983
Male,62.48067131
Male,67.80567987
Male,69.52599428
Male,72.50075663
Male,70.48529474
Male,66.68973599
Male,71.29191758
Male,71.7967672
Male,73.05634425
Male,68.85335437
Male,66.04544386
Male,73.98590142
Male,69.25161788
Male,69.34065722
Male,70.97626497
Male,63.56127763
Male,69.77015095
Male,65.18847756
Male,69.97894082
Male,69.75059715
Male,71.17143115
Male,70.57200178
Male,65.65108952
Male,67.13841414
Male,65.91808694
Male,73.78663644
Male,67.73725134
Male,65.54407625
Male,71.21391257
Male,65.59235403
Male,65.66755448
Male,61.97273588
Male,73.89993869
Male,72.34218364
Male,70.31169434
Male,67.11556435
Male,65.93248176
Male,67.22774502
Male,70.11434363
Male,74.84149972
Male,64.52730263
Male,70.05125469
Male,71.83316878
Male,72.83673969
Male,73.30186575
Male,66.39319245
Male,66.51516196
Male,69.27281261
Male,68.23195393
Male,70.41386903
Male,69.72688521
Male,65.51073389
Male,69.13726936
Male,73.6661888
Male,65.89275253
Male,68.35442896
Male,70.42473053
Male,72.08020115
Male,71.71112479
Male,65.72916187
Male,63.8983382
Male,70.31600971
Male,65.78872979
Male,69.82746419
Male,68.33115009
Male,67.74158927
Male,75.03388944
Male,73.40405852
Male,69.55476188
Male,64.53903978
Male,67.54676147
Male,73.09647798
Male,66.55398107
Male,73.99160419
Male,70.86268806
Male,71.5687337
Male,65.83839113
Male,70.27553366
Male,61.773522
Male,74.82494531
Male,71.60514585
Male,67.26010358
Male,70.92419443
Male,75.05966865
Male,73.10087624
Male,70.66199203
Male,67.14466735
Male,67.12315343
Male,69.52494396
Male,65.22469166
Male,68.41046282
Male,68.7634637
Male,67.93686881
Male,69.23782869
Male,68.46572392
Male,65.6942936
Male,69.43099805
Male,66.13539142
Male,70.87704813
Male,65.973065
Male,64.93911542
Male,68.36860332
Male,69.52555131
Male,66.45560214
Male,69.47458176
Male,68.7300987
Male,73.78127448
Male,76.50188334
Male,71.22570192
Male,64.50621045
Male,66.50381494
Male,69.21041304
Male,63.54636972
Male,69.73112843
Male,68.60820846
Male,71.46413025
Male,69.509488
Male,73.75963574
Male,68.27778676
Male,72.45463342
Male,70.76919327
Male,70.45214074
Male,68.90409885
Male,69.23842719
Male,67.27784728
Male,71.46376469
Male,68.84063351
Male,71.40596471
Male,70.14487407
Male,70.67969103
Male,68.54111605
Male,71.43472691
Male,65.22082048
Male,70.77315142
Male,69.76009479
Male,63.96253068
Male,70.30416327
Male,70.31684922
Male,67.40540788
Male,67.12150305
Male,68.37757989
Male,69.57823897
Male,62.53225328
Male,69.33682153
Male,66.78746728
Male,75.39129223
Male,70.21362908
Male,71.10356362
Male,69.79388789
Male,66.47184446
Male,70.71371409
Male,63.61871729
Male,70.54927972
Male,67.40282109
Male,71.4351749
Male,68.59340514
Male,71.45232654
Male,70.69878995
Male,71.39146448
Male,70.48564317
Male,74.40818786
Male,63.40042323
Male,68.39971912
Male,67.42985418
Male,70.81199997
Male,67.11027101
Male,67.7282199
Male,68.55083219
Male,68.61948497
Male,70.60576101
Male,67.08678122
Male,65.31170819
Male,69.92414675
Male,68.36463488
Male,70.86980492
Male,76.01230001
Male,67.96596781
Male,69.76508744
Male,69.56867239
Male,71.56001874
Male,70.95804927
Male,65.44092231
Male,70.97612452
Male,67.99285124
Male,70.51851509
Male,69.10919144
Male,71.6055731
Male,69.88955858
Male,66.45689878
Male,70.29135418
Male,62.6199652
Male,66.62168183
Male,65.35028818
Male,71.60673989
Male,69.41291443
Male,69.89381359
Male,65.66595856
Male,64.40827325
Male,68.62688583
Male,69.60028264
Male,67.45323124
Male,68.1699946
Male,69.55361404
Male,65.74729799
Male,73.12239315
Male,66.620926
Male,69.14590899
Male,65.96579505
Male,67.20326642
Male,65.45395717
Male,73.03009203
Male,68.3172449
Male,66.33428146
Male,72.36198348
Male,67.71742749
Male,70.4775913
Male,71.16299165
Male,69.35477956
Male,70.09723765
Male,69.2972917
Male,63.30996928
Male,67.88722989
Male,73.2029699
Male,73.1411551
Male,70.89598255
Male,72.14269267
Male,72.13277787
Male,71.20661874
Male,66.25215051
Male,72.34158877
Male,68.06892211
Male,71.39730891
Male,65.72603205
Male,67.11044742
Male,72.21503491
Male,63.00978308
Male,69.56915521
Male,70.40400168
Male,68.0302156
Male,69.77791032
Male,62.07863519
Male,65.83441968
Male,70.78093604
Male,69.57143021
Male,67.32706481
Male,67.81460188
Male,66.68224277
Male,69.63970875
Male,64.7742374
Male,73.96294107
Male,67.93338384
Male,66.77003947
Male,68.93635758
Male,76.43455871
Male,68.99614537
Male,73.50183962
Male,69.6031034
Male,72.06737999
Male,70.48922454
Male,67.03485056
Male,66.1841085
Male,68.6942095
Male,66.65323374
Male,69.83865708
Male,66.24506481
Male,72.81103161
Male,64.47474696
Male,69.75447933
Male,70.66144439
Male,72.47061849
Male,68.17153285
Male,72.98717143
Male,70.53356477
Male,70.04695307
Male,69.01606716
Male,73.54916227
Male,68.11809783
Male,68.28763703
Male,71.52704769
Male,73.39654293
Male,69.84456408
Male,70.15196588
Male,66.29972587
Male,76.49293396
Male,71.0323852
Male,66.63104094
Male,66.07553682
Male,70.61316241
Male,65.20348068
Male,66.86186129
Male,73.7579983
Male,69.89808607
Male,69.52731972
Male,66.74447747
Male,69.07449203
Male,68.56175073
Male,70.32255001
Male,71.94912042
Male,70.91655179
Male,70.37112335
Male,67.79647715
Male,68.69999563
Male,69.1146318
Male,67.69710365
Male,71.28033023
Male,71.42757519
Male,71.04335632
Male,64.72625594
Male,67.14815944
Male,72.29169703
Male,70.24286617
Male,64.45785785
Male,74.46498854
Male,65.29891515
Male,72.74952611
Male,65.71817875
Male,68.89009494
Male,73.03840861
Male,69.86074638
Male,69.86119695
Male,71.76556166
Male,66.82084589
Male,67.78769383
Male,69.25071385
Male,68.92967211
Male,68.99710986
Male,66.37399493
Male,66.37651933
Male,69.05456976
Male,65.6674754
Male,62.75287752
Male,66.57798671
Male,67.27217066
Male,69.83655165
Male,74.21643094
Male,71.23052856
Male,70.76286513
Male,67.87895388
Male,67.11452669
Male,66.53981222
Male,67.09121866
Male,68.89341765
Male,71.88269674
Male,70.53187611
Male,69.2081082
Male,66.85473775
Male,77.16080089
Male,68.19853732
Male,66.79579309
Male,74.07020621
Male,69.69174305
Male,70.48275741
Male,66.20296361
Male,71.85788791
Male,65.97520718
Male,72.67696109
Male,69.81202171
Male,69.04314598
Male,63.85067839
Male,64.90978524
Male,65.04544401
Male,68.87439619
Male,69.9822195
Male,62.70930371
Male,66.92343676
Male,67.26904397
Male,72.12252553
Male,69.61140326
Male,65.18470087
Male,74.08027495
Male,61.12182863
Male,68.32145287
Male,63.9529284
Male,68.58137352
Male,64.92590896
Male,69.65975352
Male,71.12075332
Male,62.80419071
Male,70.81126171
Male,69.54951057
Male,67.0323462
Male,67.39683425
Male,69.37184333
Male,74.54513694
Male,66.55652499
Male,67.25995282
Male,66.00196773
Male,67.28350742
Male,67.92463364
Male,66.05763381
Male,65.84458046
Male,69.03106285
Male,70.32711641
Male,66.53430651
Male,71.4716749
Male,70.04693077
Male,68.60571056
Male,68.98238073
Male,73.7888849
Male,69.07281082
Male,73.18794911
Male,68.67738441
Male,64.92233626
Male,66.11122914
Male,67.74898985
Male,71.81390356
Male,69.19544122
Male,67.40717166
Male,69.87663341
Male,64.36667672
Male,67.49285386
Male,73.12243321
Male,67.65294548
Male,68.53790185
Male,70.72475802
Male,68.23015031
Male,67.69712341
Male,73.71674275
Male,68.85845722
Male,66.47376597
Male,69.97228132
Male,67.55618322
Male,74.27201865
Male,72.09385998
Male,69.56977967
Male,71.61408945
Male,67.13854961
Male,68.41565126
Male,78.09586747
Male,68.6426276
Male,70.02684189
Male,74.32567701
Male,72.23163624
Male,67.6666641
Male,66.42418713
Male,65.07111347
Male,69.1569821
Male,67.8053119
Male,68.23874539
Male,72.54885198
Male,74.05642685
Male,73.23678822
Male,72.83768488
Male,68.2698199
Male,70.07181913
Male,71.73869477
Male,68.6739597
Male,70.18213939
Male,66.9466142
Male,67.67598854
Male,67.90357319
Male,67.19943211
Male,66.99786196
Male,66.0297085
Male,67.8142859
Male,71.44765151
Male,70.07932331
Male,73.72161324
Male,66.38800664
Male,68.19608778
Male,68.27535973
Male,65.93964742
Male,66.87187788
Male,66.19800895
Male,73.30301022
Male,69.28503609
Male,71.76976166
Male,63.63948265
Male,72.16154497
Male,72.00328044
Male,68.16583681
Male,69.0848968
Male,67.18845052
Male,63.61501878
Male,71.72061161
Male,70.47512584
Male,72.86758744
Male,68.16284382
Male,69.6791497
Male,63.00004749
Male,71.75812504
Male,71.62967826
Male,71.06410538
Male,70.11514441
Male,70.44887435
Male,68.54146741
Male,71.33392078
Male,67.18093863
Male,73.10634428
Male,70.88748661
Male,71.91022602
Male,73.56929781
Male,69.80157523
Male,70.62786979
Male,66.31457674
Male,70.26935973
Male,70.97870259
Male,70.31506637
Male,71.51370053
Male,70.99854621
Male,66.69530922
Male,72.65899957
Male,66.51004277
Male,66.57823462
Male,66.72468017
Male,69.29554648
Male,68.32298231
Male,65.79795305
Male,70.12376143
Male,69.06408861
Male,70.90773669
Male,66.75412981
Male,68.58935913
Male,70.97378777
Male,63.17859731
Male,69.90321098
Male,67.73372088
Male,71.09295626
Male,70.12179615
Male,65.78802419
Male,71.50724241
Male,71.71549797
Male,71.45441131
Male,69.38563588
Male,70.15126491
Male,72.10911232
Male,71.62028583
Male,69.20709959
Male,71.10562694
Male,67.06830402
Male,75.99995705
Male,67.9863736
Male,69.38134598
Male,71.42394644
Male,70.47139727
Male,71.85984886
Male,72.71616603
Male,72.92136714
Male,71.76174731
Male,74.66919682
Male,67.32371432
Male,70.55500396
Male,65.18093656
Male,69.73101343
Male,71.75142255
Male,68.97041418
Male,65.04122113
Male,70.02080933
Male,71.03482922
Male,72.87153874
Male,71.92022184
Male,73.96772269
Male,65.66451791
Male,70.85793198
Male,68.15658922
Male,67.17791659
Male,70.85695017
Male,63.81097455
Male,66.94959112
Male,70.2806923
Male,70.32349325
Male,70.56606384
Male,69.29416757
Male,74.3892257
Male,66.89231469
Male,73.62154397
Male,69.09056319
Male,67.54202278
Male,62.92194889
Male,68.85015225
Male,69.61178285
Male,69.51565854
Male,69.10691697
Male,66.82276322
Male,71.11214408
Male,67.76171315
Male,66.5607406
Male,67.10251954
Male,69.58211124
Male,72.28040043
Male,69.20766611
Male,69.02647455
Male,65.43505946
Male,68.46557156
Male,71.96301518
Male,73.75955023
Male,70.53251302
Male,69.01333502
Male,73.61198537
Male,68.49107214
Male,64.09161305
Male,67.97215983
Male,70.83455355
Male,71.64757981
Male,67.31149854
Male,68.24300184
Male,65.47722474
Male,70.71103014
Male,67.17611536
Male,67.74920685
Male,68.45490383
Male,72.3003079
Male,65.40287453
Male,65.64258414
Male,69.44242118
Male,67.99840926
Male,71.69276566
Male,73.60300661
Male,67.27719753
Male,72.12491003
Male,68.61581202
Male,65.22709704
Male,66.32751733
Male,70.07731509
Male,66.63826918
Male,72.97226337
Male,74.75875244
Male,65.84806108
Male,66.60128332
Male,68.23795419
Male,69.64146477
Male,65.25247915
Male,66.58199851
Male,68.2566446
Male,69.00738999
Male,70.06468847
Male,71.08480384
Male,71.10424776
Male,68.54104219
Male,69.02051305
Male,66.88781934
Male,68.88636675
Male,68.37084286
Male,66.20961729
Male,64.68669106
Male,67.99211379
Male,64.73708904
Male,70.08043998
Male,66.46704142
Male,72.17407836
Male,64.58725609
Male,74.40120951
Male,71.28884387
Male,65.37932474
Male,68.06637804
Male,64.69929448
Male,69.59482623
Male,72.42580597
Male,66.72991606
Male,68.6712874
Male,69.56129654
Male,72.77187483
Male,69.47560828
Male,69.41991234
Male,65.80606287
Male,71.68034778
Male,66.35174153
Male,66.46802469
Male,70.47650533
Male,68.10362648
Male,65.83165439
Male,69.19529846
Male,72.88109185
Male,67.7782298
Male,70.02604895
Male,71.35078258
Male,71.46570236
Male,69.21201113
Male,68.03473112
Male,71.9674817
Male,71.33782073
Male,72.39432346
Male,60.36331156
Male,70.46445649
Male,71.71367459
Male,70.54264101
Male,73.12200631
Male,62.06383584
Male,69.08057727
Male,71.51072979
Male,70.58468352
Male,65.0310335
Male,67.91927928
Male,68.89087213
Male,70.70807508
Male,64.57731204
Male,70.96598572
Male,68.79538275
Male,65.41328069
Male,65.20653293
Male,69.93271019
Male,66.90121174
Male,67.25589414
Male,68.50610095
Male,67.75736067
Male,66.38977872
Male,70.2091372
Male,68.70169698
Male,70.77216453
Male,74.95506499
Male,66.35813705
Male,66.07669579
Male,66.83885298
Male,72.16575666
Male,68.25635599
Male,69.44571478
Male,70.43475028
Male,72.39065722
Male,69.22708106
Male,67.10453999
Male,70.3439986
Male,72.38530097
Male,70.58261033
Male,67.40319666
Male,73.4387723
Male,67.2019629
Male,74.02986882
Male,68.9027232
Male,63.87497175
Male,68.07384912
Male,67.77716819
Male,69.51843618
Male,68.40086738
Male,68.88371651
Male,69.76784563
Male,65.71624998
Male,66.22747932
Male,62.77304147
Male,67.12928651
Male,69.89595731
Male,67.68753064
Male,69.60482757
Male,69.70225751
Male,67.43522768
Male,68.14307845
Male,70.49052137
Male,70.98407107
Male,71.24291865
Male,68.48572454
Male,69.2854625
Male,64.60104553
Male,68.7011438
Male,68.29264664
Male,65.71360843
Male,67.84774906
Male,67.40761496
Male,66.09757603
Male,67.61221973
Male,66.246099
Male,67.72763125
Male,69.0442107
Male,78.46205292
Male,70.61624345
Male,70.4044365
Male,67.87176723
Male,70.85092011
Male,67.90334035
Male,74.72413903
Male,68.38330719
Male,75.75344577
Male,71.02654346
Male,70.75264698
Male,76.29418413
Male,69.60127796
Male,69.5666933
Male,69.58020822
Male,65.82778663
Male,67.79621437
Male,68.39010874
Male,64.92242306
Male,68.4445619
Male,72.67399365
Male,66.05396364
Male,61.31079843
Male,68.27458073
Male,75.26320153
Male,66.47024572
Male,66.52529411
Male,67.75032988
Male,71.77574885
Male,68.99744011
Male,68.30593359
Male,73.96449337
Male,68.75199052
Male,73.57328408
Male,66.92880701
Male,69.3517876
Male,67.01748632
Male,72.06059237
Male,67.87775112
Male,63.94327605
Male,66.12013432
Male,73.81524583
Male,64.7552066
Male,67.01471757
Male,70.8786331
Male,67.41315186
Male,66.93465049
Male,64.68023132
Male,67.32181711
Male,68.30102218
Male,73.80302454
Male,66.25522505
Male,67.70560322
Male,65.85420481
Male,71.80691042
Male,65.34320327
Male,67.96856544
Male,75.15541009
Male,63.4089479
Male,65.10205207
Male,67.72695642
Male,72.3106346
Male,69.44325517
Male,64.87680275
Male,66.97515201
Male,66.90883737
Male,68.12757693
Male,70.38792495
Male,70.50592738
Male,69.7695676
Male,68.4078482
Male,67.29401786
Male,68.22582277
Male,67.53354038
Male,74.40648137
Male,68.99844693
Male,68.34236491
Male,69.00216528
Male,64.83380413
Male,73.06329334
Male,71.6016965
Male,70.25225274
Male,71.01573094
Male,69.36857659
Male,64.12569658
Male,70.53457828
Male,63.39905918
Male,71.40971655
Male,69.87714736
Male,66.87536305
Male,71.25013608
Male,73.57397189
Male,68.1679352
Male,73.57508303
Male,69.89540376
Male,64.87941808
Male,72.03304466
Male,67.40575512
Male,67.62937651
Male,69.55037638
Male,66.3040377
Male,68.69746059
Male,70.55404673
Male,66.3401
Male,68.36806631
Male,72.36993359
Male,67.19215164
Male,67.53165705
Male,68.61863098
Male,68.55795078
Male,70.30017896
Male,68.90485109
Male,69.38201738
Male,72.61132729
Male,67.56586373
Male,69.23640106
Male,70.06209615
Male,69.3049776
Male,74.6870926
Male,67.55419805
Male,67.0478396
Male,72.74220916
Male,68.35616535
Male,67.09221709
Male,74.20921595
Male,60.82027054
Male,69.63396978
Male,67.73061112
Male,69.79008942
Male,69.98995301
Male,64.43737535
Male,64.80354222
Male,69.5595272
Male,68.00260444
Male,70.49137249
